index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
1833,IamSya_1125,2025-12-16T11:06:02.000Z,"kerja dah bagus, di tukar.",https://x.com/IamSya_1125/status/2000885122753814718,1,0,1,680,https://x.com/bumilangit/status/2000836227784982857,-0.06104882,,True,True,False,True
1834,HartanahTimur,2025-12-18T08:27:07.000Z,Teghuihhhhh...,https://x.com/HartanahTimur/status/2001569904995287261,0,0,0,13,https://x.com/bumilangit/status/2000836227784982857,-0.023927063,,True,True,True,False
1835,fadzli_muji,2025-12-16T10:28:38.000Z,Jalan teruih,https://x.com/fadzli_muji/status/2000875709221495226,0,0,0,543,https://x.com/bumilangit/status/2000836227784982857,-0.023318127,,True,True,True,False
1836,chococaip,2025-12-30T10:03:02.000Z,Mjb kak. Kamu demam ga setelah vaksin?,https://x.com/chococaip/status/2005942696507068495,1,0,0,47,https://x.com/gitzzn/status/2005890957200482544,-0.02357316,,True,False,False,False
1837,ThatSun510,2025-12-29T03:22:18.000Z,"Pejabat selingkuh, punya ‘Ani-Ani‘, punya istri simpanan, semua itu GAK WOW!!! 1 ketahuan bukan yg lain beda   Yang WOW, netizen jago banget ngupas ginian TAPI gak sanggup ngupas Oligarki Global, gak sanggup ngupas kebohongan Vaksin Safe & Efektif. Wow   @StopPlandemit",https://x.com/ThatSun510/status/2005479463736500732,3,6,15,1384,https://x.com/ThatSun510/status/2005530820367564922,0.004055977,,True,True,True,False
1838,mulkanjabariyan,2025-12-29T04:42:27.000Z,netijen konoha jago bngt cocok²in postingan soal slengki² aku jg heran,https://x.com/mulkanjabariyan/status/2005499631191601480,1,0,0,98,https://x.com/ThatSun510/status/2005530820367564922,0.005782753,,True,True,True,False
1839,mulkanjabariyan,2025-12-29T14:16:49.000Z,butuh pengetahuan yg cukup conecting dot soal tipu² para antek dajjal,https://x.com/mulkanjabariyan/status/2005644178324434988,1,0,1,62,https://x.com/ThatSun510/status/2005530820367564922,-0.01569821,,True,True,True,False
1840,ThatSun510,2025-12-29T23:04:16.000Z,Yup dan puluhan tahun disajikan film isinya horor & perzinahan (termasuk perselingkuhan) Dr era ORBA > beranak dalam kubur (1971) s.d HARI INI > top genre masih perselingkuhan & horor  Rakyat  Dibuat BODOH dgn percaya mistis & suka bahas selangkangan,https://x.com/ThatSun510/status/2005776914980745374,1,3,8,297,https://x.com/ThatSun510/status/2005530820367564922,0.0223618,,True,True,True,False
1841,ch4o5Myth,2025-12-28T11:38:50.000Z,"gak ada yg tanya kenapa luhut gak ambil phizer , modaro , sinivax atau az-zenaka kan ?",https://x.com/ch4o5Myth/status/2005242032617611493,1,2,3,191,https://x.com/ThatSun510/status/2005423398420451631,-0.0042999685,,True,False,False,False
1842,MadaniNomics,2026-02-10T06:36:24.000Z,Kluster tibi di Kota Tinggi: Dr Dzulkefly sahkan penularan di kawasan luar bandar dan Felda.,https://x.com/MadaniNomics/status/2021110986057380221,1,11,16,1192,https://x.com/AqimNizar/status/2021372097961001349,0.08165774,,True,True,True,False
1843,sosmedkeras,2026-02-09T11:12:18.000Z,Hmhmhm,https://x.com/sosmedkeras/status/2020818032898048371,665,699,4255,675700,https://x.com/intanriia/status/2021046560436650123,0.05071807,,True,True,True,False
1844,AldhitamaR,2026-02-09T13:45:53.000Z,Keberatan bio Thread.,https://x.com/AldhitamaR/status/2020856683262546168,31,14,201,34600,https://x.com/intanriia/status/2021046560436650123,0.04505971,,True,True,True,False
1845,cottonmyeony,2026-02-10T06:38:01.000Z,nama doang health & wellness,https://x.com/cottonmyeony/status/2021111395652338061,0,0,0,260,https://x.com/intanriia/status/2021046560436650123,0.037712336,,False,True,False,False
1846,doesntexits,2026-02-10T03:16:23.000Z,Ha? Serius??  padahal nama udah wellness wellness tp kok julid parah,https://x.com/doesntexits/status/2021060653692354683,0,0,0,398,https://x.com/intanriia/status/2021046560436650123,0.019423693,,True,True,True,False
1847,Arie_Kriting,2026-02-05T04:30:46.000Z,Awalnya :   Akhirnya :   Apa saja yang begini?,https://x.com/Arie_Kriting/status/2019267431089467894,51,13,507,199600,https://x.com/williamg1808/status/2019339533750530307,-0.015433252,,True,False,False,False
1848,Damblessed,2026-02-02T03:38:12.000Z,Nunduk liat apa dok,https://x.com/Damblessed/status/2018167037693214829,22,12,654,47800,https://x.com/williamg1808/status/2018181250264293513,-0.011732429,,True,False,False,False
1849,tanyakanrl,2026-02-02T12:17:07.000Z,tw // epstein files buat yang di bidang kesehatan tolong dong pencerahan gimana edukasinya? soalnya kata om aku terbukti ada dokumennya kalau bill gates + epstein yang bikin simulasi pandemi.,https://x.com/tanyakanrl/status/2018297627163410573,65,71,1457,181000,https://x.com/magneticmoonic/status/2018351115914596751,0.08240199,,True,True,True,False
1850,magneticmoonic,2026-02-02T15:52:29.000Z,"Kalo vaksinya sudah teruji bertahun2 dan resiko yg mungkin didapat lebih tinggi apabila ga di vaksin baru yakin utk di vaksin. Tapi kalo vaksin yg baru, ogah deh, anak gue bukan kelinci percobaan. Please jangan paksa anak kami jadi kelinci percobaan.",https://x.com/magneticmoonic/status/2018351825586676180,1,0,0,267,https://x.com/magneticmoonic/status/2018351115914596751,0.044680804,,True,True,True,False
1851,magneticmoonic,2026-02-02T15:56:23.000Z,"Ga percaya dokter? halo, emang yg bikin itu vaksin kalian? kalian cuma tau teorinya kan, yg riset dan buat itu vaksin ya org2 dari industri vaksin, bukan kalian para dokter disini. Kita ga pernah tau motif trsmbunyi apa yg mereka punya, kalian jgn naif, karna ga semua org baik.",https://x.com/magneticmoonic/status/2018352807846486378,1,0,0,265,https://x.com/magneticmoonic/status/2018351115914596751,0.065867335,,True,True,True,False
1852,weakforwin,2026-02-27T07:21:56.000Z,Orang dewasa jg bisa kena. Malah lebih banyak orang dewasa pasienku,https://x.com/weakforwin/status/2027283038913405348,1,0,0,177,https://x.com/weakforwin/status/2027271255892906008,0.22329846,,True,True,True,False
1853,pwinxrv,2026-02-27T06:39:55.000Z,penularan nya lewat apa kak?? Ini yg ruam merah itu kah?,https://x.com/pwinxrv/status/2027272467920949485,1,0,0,178,https://x.com/weakforwin/status/2027271255892906008,0.2372413,,True,True,True,False
1854,weakforwin,2026-02-27T06:56:22.000Z,"Iyaa ruam merah. Nularnya bisa lewat percikan air ludah atau cairan tubuh lain (dahak, ingus, sekret mata) sm kontak langsung atau ke benda yg terkontaminasi  https://ayosehat.kemkes.go.id/topik-penyakit/penyakit-kulit-subkutan/campak…",https://x.com/weakforwin/status/2027276606675542223,1,0,2,203,https://x.com/weakforwin/status/2027271255892906008,0.22446409,,True,True,True,False
1855,hariankompas,2026-02-27T02:23:47.000Z,"Pengadaan ratusan ribu kendaraan niaga melalui impor dapat menekan industri komponen tier 1 hingga tier 3, bahkan memperbesar risiko pengurangan jam kerja dan pemutusan hubungan kerja atau PHK. #Ekonomi #AdadiKompas",https://x.com/hariankompas/status/2027208007634031017,1,0,1,106,https://x.com/hariankompas/status/2027249648411504770,0.2347596,,True,True,True,False
1856,hariankompas,2026-02-27T02:25:12.000Z,Kejaksaan Amerika Serikat menangkap Gerald Eddie Brown (65). Mantan pilot Angkatan Udara Amerika Serikat ini didakwa melatih pilot militer China. #Internasional #AdadiKompas,https://x.com/hariankompas/status/2027208363604623724,1,0,1,150,https://x.com/hariankompas/status/2027249648411504770,0.1618081,,True,True,True,False
1857,hariankompas,2026-02-27T02:29:13.000Z,"Baca juga #AnalisisBudaya oleh Ariel Heryanto berjudul ""Media Sosial"". Ia menulis, dibutuhkan perlindungan data pribadi oleh semua pihak, dari tingkat global hingga tingkat individual, dengan hukum, adab, dan etika. #AdadiKompas",https://x.com/hariankompas/status/2027209376382246959,1,2,5,453,https://x.com/hariankompas/status/2027249648411504770,0.17931294,,True,True,True,False
1858,hariankompas,2026-02-27T04:01:39.000Z,Baca berita lainnya di harian Kompas (http://Kompas.id) dan manfaatkan paket langganan http://Kompas.id 12 bulan dengan harga spesial: http://komp.as/BacaSekarang  #MencerahkanLintasGenerasi #AdadiKompas,https://x.com/hariankompas/status/2027232636553593232,1,0,0,204,https://x.com/hariankompas/status/2027249648411504770,0.11571759,,True,True,True,False
1859,Karung_goni_,2026-02-26T05:43:17.000Z,"Apakah harus tunggu bayi berumur 9 bulan baru bisa vaksin MR ya? Prevalensi meningkatkan seperti ini, rasanya bayi smp 9 bulan itu waktu yg cukup lama",https://x.com/Karung_goni_/status/2026895824442306605,4,1,4,4103,https://x.com/rvdyardian/status/2027079906279162312,0.25930163,,True,True,True,False
1860,Karung_goni_,2026-02-27T00:24:38.000Z,"Ini yg saya maksud kak. Dr umur 6 sampai 9 bulan, berarti masa kritis atau high potential utk terkena campak ya? Krna belom dpt vaksin dan kekebalan dr ibu sudah turun...",https://x.com/Karung_goni_/status/2027178023230038101,0,0,1,199,https://x.com/rvdyardian/status/2027079906279162312,0.2731089,,True,True,True,False
1861,ch4o5Myth,2026-02-26T15:45:17.000Z,salah sendiri ngga vaksin,https://x.com/ch4o5Myth/status/2027047325701665045,2,0,0,460,https://x.com/nyonyakaya_/status/2027027748003500440,0.0940167,,True,True,True,False
1862,BaseFKIK,2026-02-26T11:11:14.000Z,"dok! Kasus terbanyak di IGD RS dokter biasanya apa, dok? Sender masih degdegan, baru masuk stase RS",https://x.com/BaseFKIK/status/2026978359318925784,2,29,28,114600,https://x.com/LiaA10150067756/status/2027011293295882408,0.32114488,,True,True,True,False
1863,TriadeAmarullo2,2026-02-26T18:01:24.000Z,Krn patient zero terbang pake Garuda dari Jakarta... Saya tau krn peristiwanya cuma beda 2-3 hari setelah saya sampe ke Sydney September thn lalu...,https://x.com/TriadeAmarullo2/status/2027081579466776693,0,0,1,1424,https://x.com/AdamPrabata/status/2026949827972751717,0.076906204,,True,True,True,False
1864,metamorf29,2026-02-26T11:47:44.000Z,"Ibunya kemakan hasutan kaum antivax, anak yg jadi korban",https://x.com/metamorf29/status/2026987541132661204,0,0,3,5813,https://x.com/AdamPrabata/status/2026949827972751717,0.18636033,,True,True,True,False
1865,sungjinnny,2026-02-26T12:03:51.000Z,dan presidennya sibuk ngehambur2in duit ngedanain zionis sama ngeracunin anak2 lewat makan gratis yang kaga bergizi,https://x.com/sungjinnny/status/2026991597980897617,0,0,1,2555,https://x.com/AdamPrabata/status/2026949827972751717,0.14143813,,True,True,True,False
1866,wuffiemollie,2026-02-26T17:57:57.000Z,Di aplikasi kesehatan ga ada ya data lengkap kita udh vaksin apa aja pas bayi di posyandu? Jujur gue dan ortu lupa apa aja vaksin yg udh disuntik ke tubuh,https://x.com/wuffiemollie/status/2027080712231481430,0,0,1,1976,https://x.com/AdamPrabata/status/2026949827972751717,0.19638684,,True,True,True,False
1867,karinp00,2026-02-27T00:02:28.000Z,"Kerabat ku ya suaminya nggak ngebolehin vaksin  katanya haram, tapi istrinya tiap jadwal imunisasi sembunyi sembunyi dari suaminya.  Yang kedua tetangga takut anak demam/rewel setelah imunisasi yang munculah bahwa suntik imunisasi bikin anak sakit.",https://x.com/karinp00/status/2027172443954217108,1,0,0,2039,https://x.com/AdamPrabata/status/2026949827972751717,0.18697748,,True,True,True,False
1868,riry_djoe,2026-02-27T00:19:50.000Z,"Itu yg anti2 vaksin otak nya emang tolol aja sih,",https://x.com/riry_djoe/status/2027176813651497056,0,0,0,785,https://x.com/AdamPrabata/status/2026949827972751717,0.11706987,,True,True,True,False
1869,YogautamaK75415,2026-02-27T05:57:02.000Z,Kaum pureblood,https://x.com/YogautamaK75415/status/2027261674735186360,0,0,0,139,https://x.com/AdamPrabata/status/2026949827972751717,0.12869245,,True,True,True,False
1870,LagotSabe,2026-02-26T19:40:21.000Z,"Jangankan orang Indonesia, orang Jerman juga ada yg begitu.. Padahal di Jerman sudah wajib, termasuk salah satu persyaratan boleh masuk sekolah atau kerja.",https://x.com/LagotSabe/status/2027106481993130009,0,0,0,1653,https://x.com/AdamPrabata/status/2026949827972751717,0.14249197,,True,True,True,False
1871,gstvsml,2026-02-26T12:10:27.000Z,"Kalau udah kaya gini, implikasinya apa dok ke Indo?",https://x.com/gstvsml/status/2026993259915120939,0,0,0,4474,https://x.com/AdamPrabata/status/2026949827972751717,0.1352131,,True,True,True,False
1872,yakindongg,2026-02-26T13:43:25.000Z,Tadi pagi di RT sebelah ada balita yang meninggal karena campak,https://x.com/yakindongg/status/2027016654392303850,1,0,0,10200,https://x.com/AdamPrabata/status/2026949827972751717,0.20435423,,True,True,True,False
1873,kodelle_,2026-02-26T14:04:59.000Z,Dari bulan november 2025 banyak banget pasien anak morbilli,https://x.com/kodelle_/status/2027022082161496174,0,0,0,8,https://x.com/AdamPrabata/status/2026949827972751717,0.15951005,,True,True,True,False
1874,hen0ch,2026-03-01T17:23:48.000Z,Ini ada anggarannya gak sih ari @KemenkesRI utk merespons hal ini? Apa termasuk budget yg dikurangi?,https://x.com/hen0ch/status/2028159279279329697,0,0,0,39,https://x.com/AdamPrabata/status/2026949827972751717,0.11313775,,True,True,True,False
1875,sempol99,2026-02-26T18:21:57.000Z,Antivaks sugih,https://x.com/sempol99/status/2027086751198769476,0,0,0,496,https://x.com/AdamPrabata/status/2026949827972751717,0.12838152,,True,True,True,False
1876,JokoSutris85597,2026-02-27T02:52:25.000Z,Kenapa masih ada ortu ug menolak vaksin ya?,https://x.com/JokoSutris85597/status/2027215215583223890,0,0,0,371,https://x.com/AdamPrabata/status/2026949827972751717,0.19268596,,True,True,True,False
1877,akudisinimenung,2026-02-26T12:53:32.000Z,Ini lanjutannya mana?,https://x.com/akudisinimenung/status/2027004101155012928,0,0,0,1616,https://x.com/AdamPrabata/status/2026949827972751717,0.13011378,,True,True,True,False
1878,zanepenjahit,2026-02-26T08:05:09.000Z,Coba cek buku pinknya. Kalau masih kuning harusnya bs dikejar. Klo udah lewat konsul sm dokter di puskesmas dlu.,https://x.com/zanepenjahit/status/2026931528161477116,1,0,3,593,https://x.com/dandelliownies/status/2026890447826858394,0.22168854,,True,True,True,False
1879,dandelliownies,2026-02-26T14:07:22.000Z,Oh iya kak. Siap. Trimakasih infonya,https://x.com/dandelliownies/status/2027022684090220956,0,0,0,316,https://x.com/dandelliownies/status/2026890447826858394,0.24595508,,True,True,True,False
1880,thebelleetoile,2026-02-27T01:21:27.000Z,"bisa Kak, campak ke 2 biasanya umur 2th tapi 2,5th juga masih bisa",https://x.com/thebelleetoile/status/2027192322694467652,1,0,0,33,https://x.com/dandelliownies/status/2026890447826858394,0.23258814,,True,True,True,False
1881,indahsuryani,2026-02-26T13:59:33.000Z,"Bisa. Dulu tetanggaku seumuran anakku jg sering nyusul vaksin krn sering sakit pas jadwal vaksin Yg harusnya selesai usia 18 bulan, tapi tetep dibolehin sama bu bidan meskipun usia lbh dari 2 thn  Semoga anaknya sehat selalu, Kak... Aamiin",https://x.com/indahsuryani/status/2027020714952532097,1,0,0,410,https://x.com/dandelliownies/status/2026890447826858394,0.20949164,,True,True,True,False
1882,mbelekelah,2026-02-26T04:07:09.000Z,Ini menular atau ga bang? Biasanya lewat media apa sih?,https://x.com/mbelekelah/status/2026871631306699110,1,0,0,14,https://x.com/RifkiTahidda/status/2026866765926642168,0.16509917,,True,True,True,False
1883,RifkiTahidda,2026-02-26T04:14:11.000Z,"campak penyakit yang sangat menular bang. Udara, percikan air liur.",https://x.com/RifkiTahidda/status/2026873404322877555,1,0,0,27,https://x.com/RifkiTahidda/status/2026866765926642168,0.17352036,,True,True,True,False
1884,MChoirulA692,2026-02-26T03:51:32.000Z,Berarti yg udah di vaksin aman kan ya? Masih bisa kena lg gak?,https://x.com/MChoirulA692/status/2026867704460873987,1,0,0,21,https://x.com/RifkiTahidda/status/2026866765926642168,0.14863005,,True,True,True,False
1885,RifkiTahidda,2026-02-26T04:02:00.000Z,"Orang yang sudah divaksinasi dan terinfeksi jauh lebih kecil kemungkinannya untuk menderita gejala parah, masuk rumah sakit, atau meninggal dunia dibandingkan orang yang tidak divaksin kak Mengapa? Karena respons kekebalan setiap orang berbeda-beda, dan virus/bakteri bisa",https://x.com/RifkiTahidda/status/2026870339062608351,0,0,0,18,https://x.com/RifkiTahidda/status/2026866765926642168,0.17059848,,True,True,True,False
1886,yourlilbae_,2026-02-18T15:27:15.000Z,"Kak, wta, aku habis baca-baca katanya vaksin campak boleh dikasih di start usia 9 bulan, semisal sebelum usia 9 bulan tapi sudah terkena campak itu gimana ya cara mengatasinya? Apakah di vaksin saat itu juga atau gimana yaa",https://x.com/yourlilbae_/status/2024143682409206170,1,0,0,90,https://x.com/mldald_5/status/2024137141916451161,0.14682013,campak_as_throw,True,True,False,True
1887,mldald_5,2026-02-18T15:34:13.000Z,"Harus dibawa ke RS kak. Atau ke DSA dulu, nnti dikasih obat sama penanganannya.",https://x.com/mldald_5/status/2024145436010016965,0,0,0,69,https://x.com/mldald_5/status/2024137141916451161,0.15280813,,True,True,True,False
1888,AdamPrabata,2026-02-17T12:55:06.000Z,"Setuju, gak ngerti lagi sama influencer berfollower banyak yang mengajak orang jadi antivaksin.  Kalo sampe KLB, mereka mau tanggung jawab emang?  https://x.com/Maeliani07/sta/Maeliani07/status/2023556599353389081…",https://x.com/AdamPrabata/status/2023743007040606219,62,492,1308,229,https://x.com/min_hyo/status/2023991114299023845,0.21526286,,True,True,True,False
1889,ababilaaaaa,2026-02-18T03:39:11.000Z,Mau ngasih tau ke yang belum terpapar antivak nya si bude wellness kalau vaksin tuh untuk mengurangi penyebaran penyakit. Ih udah vaksin campak tapi tetep kena campak! tapi ga sampe meninggal kan? Banyak yang meninggal saat terpapar hanya karena belum vaksin btw aku bukan nakes https://x.com/maeliani07/sta/maeliani07/status/2023556599353389081…,https://x.com/maeliani07/status/2023556599353389081,0,0,2,705,https://x.com/ababilaaaaa/status/2023965493426548822,0.17061874,,True,True,True,False
1890,rochmyaningsih,2026-02-17T21:16:15.000Z,Wah seneng dengernya. Smoga brmanfaat.,https://x.com/rochmyaningsih/status/2023869126125777026,0,0,1,353,https://x.com/ultima_kawaii/status/2023853611730813316,0.03262469,,True,True,True,False
1891,RodriChen,2026-02-23T11:36:24.000Z,"Orang sering anggap enteng campak. Tapi harus tahu, campak menyerang SEMUA selaput lendir. Makanya gejalanya mata merah, radang tenggorokan, diare. Namun, jelek²nya, campak bikin radang otak, kerusakan saraf spt mata dan dengar, bahkan radang paru². Dan bahkan kematian.",https://x.com/RodriChen/status/2025897528924008880,4,137,260,7,https://x.com/RodriChen/status/2025903644147933270,0.26419866,,True,True,True,False
1892,NakesPuskesmas,2026-02-23T04:15:09.000Z,"2) Hindari Risiko Paparan Jika ada anak di sekitar lingkungan yg sakit, kita harus lebih aware karena campak dapat menularkan 4 hari sebelum dan setelah ruam merah muncul. Sebaliknya, jk anak kita yg brgejala, sbaiknya sgera periksakan & mengisolasi anak agar memutus penularan.",https://x.com/NakesPuskesmas/status/2025786484524212429,1,3,8,9598,https://x.com/NakesPuskesmas/status/2025786468271305023,0.21595424,,True,True,True,False
1893,NakesPuskesmas,2026-02-23T04:15:14.000Z,"3) Perkuat Daya Tahan Tubuh Kondisi tubuh anak yang prima, adalah kunci utama mencegah komplikasi campak. Konsumsi menu gizi seimbang, penuhi cairan min.1,2 L perhari, tidur cukup (10-13 jam perhari) dan konsumsi vitamin A yg juga bisa diperoleh di Puskesmas dan Posyandu",https://x.com/NakesPuskesmas/status/2025786504430407996,1,2,9,7495,https://x.com/NakesPuskesmas/status/2025786468271305023,0.21681142,,True,True,True,False
1894,NakesPuskesmas,2026-02-23T04:15:15.000Z,"Jadi, jangan lupa rutin bawa anak kita ke Puskesmas yah  #Campak #Kesehatan #Puskesmas",https://x.com/NakesPuskesmas/status/2025786510017171835,0,1,4,6497,https://x.com/NakesPuskesmas/status/2025786468271305023,0.24019045,,True,True,True,False
1895,AldhitamaR,2026-02-18T04:51:29.000Z,"""Tunjangan kesehatanku tinggi""  ""Berobatnya ke profesor ahli imunologi""  ketikannya kek OKB.",https://x.com/AldhitamaR/status/2023983685255787005,50,372,2169,109,https://x.com/jelitaynss/status/2024006917517939083,0.014313877,,True,True,True,False
1896,sdenta,2026-02-17T13:16:00.000Z,Kalo gak salah orang yang sama juga anti injeksi vitamin K pada bayi baru lahir dan anti program pemberian vitamin A di posyandu ya? Semoga ortu2 Indonesia diberikan kelapangan berpikir jernih demi kesehatan anak2nya Amiin Ya Rabb. https://x.com/Maeliani07/sta/Maeliani07/status/2023556599353389081…,https://x.com/sdenta/status/2023748266295521770,52,637,1716,77,https://x.com/mahentonggg/status/2023954500726259725,0.17338336,,True,False,False,True
1897,Arrazzi9,2026-02-18T02:51:48.000Z,"Iye pertanyaan besar itu, kok bisa sepupulu bisa dapet ijazah dokternya? Kasih tau praktik dimana biar orang2 jangan pade kesitu",https://x.com/Arrazzi9/status/2023953568508899508,0,0,33,808,https://x.com/skyundocean/status/2023917428888269161,0.115440875,,True,True,True,False
1898,memilihviolence,2026-02-18T03:00:10.000Z,"Sama kasih tahu sepupunya kerja dmn kak, biar kita ga berobat kesitu",https://x.com/memilihviolence/status/2023955671826526492,1,2,25,1055,https://x.com/skyundocean/status/2023917428888269161,0.11281794,,True,True,True,False
1899,maulanarifki,2026-02-18T03:27:54.000Z,Sepupu lu kuliah dimana ? Ijazahnya bener lulus ? Bisa2nya lulus stase IKA tapi ga paham imunisasi.,https://x.com/maulanarifki/status/2023962651395588226,0,0,7,646,https://x.com/skyundocean/status/2023917428888269161,0.12894788,,True,True,True,False
1900,T3RIP4NG,2026-02-18T04:06:36.000Z,Spill RS nya dimana? Biar gue hubungin temen2 nakes buat di list RS yg perlu diblacklist krna antivax,https://x.com/T3RIP4NG/status/2023972393010819443,0,1,5,496,https://x.com/skyundocean/status/2023917428888269161,0.12169489,,True,False,False,True
1901,WidyoLita,2026-02-18T07:54:04.000Z,Hadeuh,https://x.com/WidyoLita/status/2024029635776803034,0,0,0,206,https://x.com/skyundocean/status/2023917428888269161,0.1272333,,True,True,True,False
1902,Naufalakbary,2026-02-18T06:43:12.000Z,3 jam ga ada balasan.   Takutnya sepupu mu itu adalah ai haibara.,https://x.com/Naufalakbary/status/2024011803064496612,0,0,0,275,https://x.com/skyundocean/status/2023917428888269161,0.11795217,,True,True,True,False
1903,winygs,2026-02-17T14:44:28.000Z,"kalau vaksin emang “salah”harusnya kita ngga pernah lihat penurunan drastis penyakit polio, campak, atau smallpox secara global lol  vaksin yang jadi intervensi medis berbasis riset dibilang “khilaf”…. yang bener ajeee  framing lo itu misleading, kynov. https://x.com/Maeliani07/sta/Maeliani07/status/2023556599353389081…",https://x.com/winygs/status/2023770528469991774,29,1158,4052,138,https://x.com/rollercoasterru/status/2023908088852730019,0.14410001,,True,True,True,False
1904,____nca,2026-02-17T09:57:23.000Z,"ini kenapa gw gamau ortu gw terlalu jauh main sosmed. banyak bgt influencers tolol yg bakalan mempengaruhi org org anjir…   ni orang stop lah menyuarakan anti vaksin. dokter bukan, nakes bukan, dia siapa???",https://x.com/AldhitamaR/status/2023698281399021790/photo/1,0,0,3,316500,https://x.com/____nca/status/2023903854920929596,0.13502568,,True,True,True,False
1905,ykvksn,2026-02-18T02:03:41.000Z,Orang tua antivaks tu nggak inget aja dulu diimunisasi,https://x.com/ykvksn/status/2023941457627803842,0,0,0,19,https://x.com/ykvksn/status/2023889150660014308,0.121141344,,True,True,True,False
1906,niki_tipaah,2026-02-18T04:42:50.000Z,"padahal pinter dikit, mau nyari tahu bisa dpt insight bagus banget, kemarin di grup seribu chatting puskesmas tempat tinggalku ada juga dikasih pdf jurnal ttg imunisasi, udh aku hapus sayangnya. wkwk nih sering di share gini juga",https://x.com/niki_tipaah/status/2023981510718845058,0,1,11,1,https://x.com/karimnas_/status/2023877331715240132,0.12490603,,True,False,False,True
1907,mamahcing,2026-02-18T02:41:01.000Z,"Tiotif ini otaknya berkerak antivaks, pernah berdebat sama doi, udah kayak journal reading lah sama dia. Tapi dia terlalu ""nggebyah uyah"" apa yg dia baca, nalarnya ngga kayak kita-kira orang normal pada umumnya.",https://x.com/mamahcing/status/2023950855280447534,2,0,6,1634,https://x.com/karimnas_/status/2023877331715240132,0.10476981,,True,True,True,False
1908,purwple,2026-02-18T12:07:40.000Z,"Nonton 2 video bang Radit yg ini deh. Akupun blm nikah dan blm punya anak aja belajar dari sini. Minimal nikahnya gak tau kapan, tp bekal jadi orang tuanya udah ada",https://x.com/purwple/status/2024093456466112735,0,1,3,286,https://x.com/karimnas_/status/2023877331715240132,0.11512315,,True,True,True,False
1909,AriqMuthohhar,2026-02-18T05:41:19.000Z,Ironis nya mereka (antivak) malah yang dari cilik sudah vaksin  . Sekarang koar-koar anti vaksin. Terus kalau ada KLB siapa yg mau tanggung jawab ?,https://x.com/AriqMuthohhar/status/2023996228812329468,0,1,1,367,https://x.com/karimnas_/status/2023877331715240132,0.15095854,,True,True,True,False
1910,horcruxsh,2026-02-18T03:15:38.000Z,"ini tuh kasian buat ibu2 tau. jd pada galau antara mau vaksin anaknya apa nggak. ibu2 tuh gampang overthinking krn selalu jd pihak yg disalahkan kalo anaknya kenapa2, ditambah ada ginian. tolonglah ditertibkan",https://x.com/horcruxsh/status/2023959565230919689,0,0,3,984,https://x.com/karimnas_/status/2023877331715240132,0.19249173,,True,True,True,False
1911,rakabuning,2026-02-18T02:10:54.000Z,Seharusnya dijerat kuhp dan uu ite. Mana nih polisi?,https://x.com/rakabuning/status/2023943274155717086,1,0,2,1949,https://x.com/karimnas_/status/2023877331715240132,0.15528877,,True,True,True,False
1912,ruzqina,2026-02-18T01:15:41.000Z,"Biarin napa sik, kok maksa. Bebas terserah mereka nentuin yg masuk ke badan mereka itu hak mereka. Kok repottt bat lu",https://x.com/ruzqina/status/2023929380792316400,21,3,1,3854,https://x.com/karimnas_/status/2023877331715240132,0.1363822,,True,True,True,False
1913,kakakpembinah,2026-02-18T04:10:43.000Z,Gagal sudah Indonesia bebas polio,https://x.com/kakakpembinah/status/2023973426109554959,0,0,1,417,https://x.com/karimnas_/status/2023877331715240132,0.14995056,,True,False,False,True
1914,alexandraaazx,2026-02-18T16:46:47.000Z,di apk sebelah banyak juga tau kak,https://x.com/alexandraaazx/status/2024163698559111383,0,0,0,43,https://x.com/karimnas_/status/2023877331715240132,0.14195307,,True,True,True,False
1915,sjhswb13767,2026-02-18T11:30:59.000Z,"Pusingggg, apalagi semenjak ada konspirasi chip microsoft dengan si om PDF itu. Gara2 mereka orang makin yakin vaksin tuh gadiperluin",https://x.com/sjhswb13767/status/2024084223406022973,0,0,0,121,https://x.com/karimnas_/status/2023877331715240132,0.14688766,,True,True,True,False
1916,chansanayka2612,2026-02-18T09:09:19.000Z,"Gak penting bagi pemerintahan mbg yang utama  apalagi ini kesehatan lebih gak penting pendidikan aja gak penting, jalankan mbg terus hutang aja mekin gak ngotak nambah terus",https://x.com/chansanayka2612/status/2024048572778602857,0,0,0,179,https://x.com/karimnas_/status/2023877331715240132,0.10858457,,True,True,True,False
1917,nanastorages,2026-03-03T09:10:37.000Z,"Buset gw kira antivaxx dah musnah dari jaman sebelum COVID, lah bisa2nya ada lagi",https://x.com/nanastorages/status/2028759942652735552,0,0,0,17,https://x.com/karimnas_/status/2023877331715240132,0.1251888,,True,False,False,True
1918,maulanarifki,2026-02-18T03:26:43.000Z,"Pemerintah susah2 naikin cakupan imunisasi, orang2 kayak gini yg bikin buyar.. harusnya di panggil sih.",https://x.com/maulanarifki/status/2023962355692937495,0,0,0,549,https://x.com/karimnas_/status/2023877331715240132,0.15934286,,True,True,True,False
