index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
368,HeyIndonesian,2025-03-01T12:14:19.000Z,Gak ada bedanya sama kaum anti-vaksin.,https://x.com/HeyIndonesian/status/1895809825843621921,1,15,128,3738,,0.07374948,,True,True,True,False
369,detikHealth,2025-03-03T12:31:22.000Z,"AS Dihantui Wabah Campak, Vaksinasi Rendah Jadi Biang Keroknya",https://x.com/detikHealth/status/1896538890384941438,0,0,0,350,,0.22149828,,True,True,True,False
370,detikcom,2025-03-02T08:20:00.000Z,"Wabah campak kembali muncul di West Texas, menginfeksi 120 anak dan satu kematian. Skeptisisme vaksin jadi penyebab meningkatnya kasus.",https://x.com/detikcom/status/1896113245993525557,0,0,4,3692,,0.2753419,,True,True,True,False
371,detikHealth,2025-03-02T04:05:40.000Z,"Wabah Campak Menggila di AS, Respons Menkes Kennedy yang 'Antivaksin' Disorot https://health.detik.com/berita-detikhealth/d-7802536/wabah-campak-menggila-di-as-respons-menkes-kennedy-yang-antivaksin-disorot?utm_source=twitter&utm_medium=oa&utm_content=detikhealth&utm_campaign=detikcomsocmed…",https://x.com/detikHealth/status/1896049241535234307,0,0,0,356,,0.17530152,,True,True,True,False
372,BBCIndonesia,2025-03-04T04:32:12.000Z,"Lonjakan kasus campak di Asia Tenggara telah membawa penyakit menular ini masuk ke Australia, yang bertetangga dengan Indonesia, dan memicu peningkatan kasus di sana. Apa itu campak dan bagaimana cara paling efektif untuk menanganinya?",https://x.com/BBCIndonesia/status/1896780693457518945,0,2,3,1733,,0.3282645,,True,True,True,False
373,22KK_krish,2025-03-30T17:34:35.000Z,"Bila kena batang hidung sendiri, terus campak rule of law ke dalam tong sampah.",https://x.com/22KK_krish/status/1906399671058358512,2,16,67,1811,,-0.18256475,,True,True,False,True
374,bharianmy,2025-03-29T08:55:01.000Z,"444 kes campak direkodkan di Texas, New Mexico - Jabatan Kesihatan Negeri  #BHdunia Kebanyakan kes di New Mexico dilaporkan di Lea County.",https://x.com/bharianmy/status/1905906528475050091,0,0,1,874,,0.16010201,,False,True,False,False
375,MalaysiaGazette,2025-03-29T04:58:20.000Z,Lonjakan ketara kes demam campak di AS  #malaysiagazette,https://x.com/MalaysiaGazette/status/1905846966556271032,0,0,0,250,,0.16096917,,False,True,False,False
376,rmol_id,2025-03-29T04:35:14.000Z,"Wabah Campak Mengerikan, Kasus Meledak 20 Persen di Texas dan New Mexico https://rmol.id/dunia/read/2025/03/29/661496/wabah-campak-mengerikan-kasus-meledak-20-persen-di-texas-dan-new-mexico…",https://x.com/rmol_id/status/1905841154479808858,0,0,0,127,,0.2705334,,True,True,True,False
377,rkak90128,2025-03-28T07:56:24.000Z,Memang patut kena buat tindakan sita kedai yang sediakan perkhidmatan buat tayar celup...Yang mana banyak berlaku tayar lori campak keluar dari kenderaan lalu langgar kenderaan lain mahupun orang di sekeliling mereka,https://x.com/rkak90128/status/1905529392219959523,0,0,24,1254,,-0.04176694,,True,True,False,True
378,aldoinblue,2025-03-28T01:30:14.000Z,Leher gua kering bgt sampe bercak merah kyk campak anjjjjj rekomen moisturiser yang LEMBAB BGT pls,https://x.com/aldoinblue/status/1905432207726182689,2,0,4,1471,,-0.06086266,,True,True,False,True
379,iniakunramon,2025-03-28T00:58:46.000Z,TIL Banten masih ada campak dan cacar  Smh,https://x.com/iniakunramon/status/1905424292076290171,0,0,5,471,,0.12586367,,True,True,True,False
380,detikHealth,2025-03-27T22:06:08.000Z,"Anak yang Kena Campak di AS Hadapi Masalah Baru, Keracunan Vitamin A https://health.detik.com/berita-detikhealth/d-7845343/anak-yang-kena-campak-di-as-hadapi-masalah-baru-keracunan-vitamin-a?utm_source=twitter&utm_medium=oa&utm_content=detikhealth&utm_campaign=detikcomsocmed…",https://x.com/detikHealth/status/1905380847316074743,0,1,0,444,,0.20082158,,True,True,True,False
381,shinaruto07,2025-03-27T21:41:53.000Z,sampah campak merata bangsa pengotor tp rasa terpaling bijak terpaling waraq,https://x.com/shinaruto07/status/1905374742225494130,1,0,19,957,,-0.13824472,,True,True,False,True
382,sihir_sains,2025-03-27T15:47:01.000Z,"Banten ni literally isinya orang2 Tangsel doing the heavy lifting on the right tail of the distribution  ga ada Tangsel mana mgkn provinsi yang masi endemik campak sama cacar 1% highest earning family-nya (>$70,000 PPP) taraf konsumsinya setara Northern Europe",https://x.com/sihir_sains/status/1905285436894773442,5,48,182,11,,0.17088985,,False,True,False,False
383,GR94Thomas,2025-03-27T15:00:36.000Z,"Akhir 2022 - awal 2023 pas wabah campak Papua Tengah, dari 8 dokter umum di RSUD, 5 keterima PPDS, walhasil 3 sisa jaganya tingtong ( sampai kena malaria  ), manajemen mau outsource NS, ga bisa karena itu program pusat bukan PTT daerah, ya didongkrak dokmil masuk IGD RSUD",https://x.com/GR94Thomas/status/1905273756097880531,1,3,8,1086,,0.22011659,,True,True,True,False
384,ijat_io,2025-03-27T10:52:22.000Z,"Menjadi kesalahan ke kalau isi minyak petrol dalam botol kaca, nyalakan api pada kain dan campak dekat benda ni?",https://x.com/ijat_io/status/1905211288097280379,0,0,3,290,,-0.13212363,,True,True,False,True
385,saedah789,2025-03-26T13:38:34.000Z,"Ambik penasehat dah nyanyok, orang langkawi dah campak bawah bas, tu sebab gagal",https://x.com/saedah789/status/1904890723637616953,0,2,12,230,,-0.11360982,,False,True,False,False
386,Areisutar,2025-03-26T06:03:20.000Z,"""Pada januari tahun sama juga, seorang remaja lelaki berusia 15 tahun maut selepas ditimpa sebuah kerusi dipercayai dicampak dari tingkat atas bangunan PPR Seri Pantai, Pantai Dalam di ibu negara.""  apa kes duduk ppr jenis suka campak barang keluar rumah, otak b40 ke",https://x.com/Areisutar/status/1904776162783678511,1,67,373,31000,,-0.06845778,campak_as_discard,True,True,False,True
387,luf_ias,2025-03-26T04:35:52.000Z,Kepala hotak la campak basikal. Lepas nie motor plak rasanya.,https://x.com/luf_ias/status/1904754151231197215,3,1,33,2372,,-0.19036743,,False,True,False,False
388,seonshineyou,2025-03-25T11:10:52.000Z,"YAALLAH TAKBIRR konten dazed yg anak2 dongho arin kira udh corrupted, udh ilang filenya, dikira itu kursi cuma buat nunggu giliran photoshoot, udh gada harapan samsek sama dazed ternyata bnrn ada kontennya HWEEEE  dongho arin kalian kl ga sampingan campak kah badannya?",https://x.com/seonshineyou/status/1904491167770882189,3,10,72,1895,,0.019071981,,True,True,True,False
389,akumejile,2025-03-25T03:16:34.000Z,"Biasanya, pada anak-anak mata juling dapat dipicu karena mata yang bekerja lebih berat dalam mengatasi penglihatan. Selain itu, beberapa penyakit seperti campak, diabetes, lumpuh otak, atau faktor genetik juga dapat menyebabkan mata juling pada anak-anak.  Berbeda dengan penyebab",https://x.com/akumejile/status/1904371807098187781,1,0,1,291,,0.20915267,,True,True,True,False
390,buhari_dan76474,2025-03-24T20:01:55.000Z,Kalo campak belakang gimana,https://x.com/buhari_dan76474/status/1904262422871015892,0,0,4,269,,-0.035451576,,True,True,False,True
391,calamanshy,2025-03-24T00:36:08.000Z,"okay kan x separate video dengan photo kan, then kalau kita post dedua dalam satu post, dia campak mana?",https://x.com/calamanshy/status/1903969041930444875,0,0,11,8080,,-0.13869978,,True,True,False,True
392,MissShirleyLIM,2025-03-23T13:12:15.000Z,"Stop semua drama & bullshits. Biar undang2 berjalan, jangan campak minyak.. ""Good fences make good neighbors.""",https://x.com/MissShirleyLIM/status/1903796936790126684,0,1,5,127,,-0.08526486,,True,True,False,True
393,sobershaker,2025-03-23T10:53:32.000Z,Ini orang apa apa isu kaum dia yang tukang campak petrol. Bila dah kecoh. Dia diam. Barua yang sebenar.,https://x.com/sobershaker/status/1903762027568656482,0,0,10,2022,,-0.17792602,,True,True,False,True
394,ohtweet,2025-03-21T10:14:38.000Z,"Hanya Berniaga Guna Motor, Netizen Sedih Tengok Pak Cik Campak Petai Depan Penguatkuasa - https://ohmedia.my/ohtidak/pak-cik-jual-petai-naik-motor-berang/… #Featured #mppd #ohtidak #pakcik",https://x.com/ohtweet/status/1903027463753699821,1,2,4,1537,,-0.04966633,,True,True,False,True
395,aizfirr,2025-03-21T04:23:35.000Z,"si zionist suka shade orang. nnti kalau kena balik dia terpaling campak batu sembunyi tangan. macam sial perangai, dah lah hodoh bodoh pulak tu.",https://x.com/aizfirr/status/1902939119925530878,0,3,5,248,,-0.0729433,,True,True,False,True
396,THE_BLACKBIBLE,2025-03-20T06:50:58.000Z,"Campak aja bisa dicegah, tapi dicampakkan? Dokter pun angkat tangan.",https://x.com/THE_BLACKBIBLE/status/1902613822420238417,0,0,2,13,,0.18805498,,True,True,True,False
397,ethereallydaisy,2025-03-20T03:22:37.000Z,"Okayy dah boleh campak jauh-jauh pimple patches mahal-mahal tu lepas ni! Baik pakai hydrocolloid patch ni, murah pun ya function teruks pun ya",https://x.com/ethereallydaisy/status/1902561387966296384,2,123,390,29000,,-0.14357622,,True,True,False,True
398,detikHealth,2025-03-19T12:52:51.000Z,"Campak 'Menggila' di AS, Catat Rekor Kasus Baru-Kematian Pertama Sejak 2015 https://health.detik.com/berita-detikhealth/d-7831756/campak-menggila-di-as-catat-rekor-kasus-baru-kematian-pertama-sejak-2015?utm_source=twitter&utm_medium=oa&utm_content=detikhealth&utm_campaign=detikcomsocmed…",https://x.com/detikHealth/status/1902342505305403657,0,0,0,341,,0.15977272,,True,True,True,False
399,multabolot,2025-03-16T18:17:05.000Z,"Yaa karena kritik mereka waktu itu tolol dan gak sesuai realita. Yaa antek PKI lah, Ibu kandung palsu lah, anti vaksin lah, antek aseng lah, belom lagi sentimen anti Tionghoa.   Yaa jelas ga ada nganggap mereka serius akhirnya",https://x.com/multabolot/status/1901336937991995473,0,3,9,1056,,0.058544084,,True,True,True,False
400,daddyyuki,2025-03-29T07:33:33.000Z,"Di Jepang juga, tahun demi tahun efek samping dari makan pecel Lele terus bertambah   ※ Ginjal para rusak karena efek samping vaksin.  Otot larut dalam darah, menyumbat dan memberi tekanan pada ginjal dan menyebabkan gagal ginjal.",https://x.com/daddyyuki/status/1905886029321740770,3,3,11,563,,0.01802376,,True,True,True,False
401,matchaIuv,2025-03-26T10:08:46.000Z,"setuju. cowo merasa sangat pusing & marah"" ke cewe krn merasa tanggungan nafkah seumur hidup ada di dia. padahal otak cewe jg ga kalah semrawutnya, mikir atur keuangan, cari tambahan, mikir kerjaan, mikir besok makan apa, mikir kapan imunisasi anak. otak cowo ga sekompleks itu",https://x.com/matchaIuv/status/1904837926066020455,0,0,7,262,,0.03680384,,True,True,True,False
402,valiisaa,2025-03-24T19:10:29.000Z,"Langkah besar berikutnya dateng di akhir abad 19. Sekitar 1890 Emil von Behring ilmuwan Jerman yang juga nemuin vaksin difteri, kembangkan toksoid tetanus-racun tetanus yang dilemahin supaya bisa latih sistem imun tanpa bikin sakit.   Awalnya, toksoid ini dipake buat ngelindungin",https://x.com/valiisaa/status/1904249479680913710,21,1,21,2927,,0.0037215054,,True,False,False,False
403,detikHealth,2025-03-20T07:00:00.000Z,Burundi tercatat sebagai negara ke-18 yang memasukkan vaksin malaria ke dalam program imunisasi anak nasional. Dalam tahap pertama vaksinasi malaria ini menyasar 25 distrik dengan target memvaksinasi 250 ribu anak di tahun 2025.,https://x.com/detikHealth/status/1902616093866312015,0,2,2,351,,0.20957962,,True,True,True,False
404,detikHealth,2025-03-19T14:29:55.000Z,Video: Vaksin Malaria Masuk Program Imunisasi Anak Nasional Burundi,https://x.com/detikHealth/status/1902366932390834358,0,0,0,399,,0.16113889,,True,True,True,False
405,tjhoea315,2025-05-08T14:39:20.000Z,"Di sini udah vaksin aja tetep kena TBC, cacar  campak rubella.",https://x.com/tjhoea315/status/1920488697079730418,1,1,36,3613,,0.1509211,,True,True,True,False
406,nawhcas21769,2025-05-14T21:22:14.000Z,"Yg harus di vaksin di mulai dari DPR/MPR, Presiden  hingga seluruh jajaran dan paling buncit RT serta hansip nya, kemudian si penghianat pemilik ijazah palsu dan seluruh keturunan serta pendukung nya.kalau gua ogah Krn gua anti vaksin sejak sejak 19 lalu.",https://x.com/nawhcas21769/status/1922764413464990125,1,4,104,5789,,0.0012151003,,True,True,True,False
407,Voljinyy,2025-05-14T08:14:03.000Z,"Kelompok oposisi kok sekarang kritiknya ke pemerintah banyak yg (makin) jelek ya?? Sekarang malah banyak yg pada anti vaksin & anti sains. Sama aja fasis kaya rezim, cuma beda kubu doang",https://x.com/Voljinyy/status/1922566063264297303,4,13,46,1562,,0.07992767,,True,True,True,False
408,AsepKurnia2810,2025-05-11T05:56:56.000Z,"Gw paling anti vaksin,bahkan Semua anak gw gak ada yg imunisasi,kalo di sekolah ada imunisasi gw suruh libur sekolah",https://x.com/AsepKurnia2810/status/1921444391056453665,1,0,2,231,,0.115122646,,True,True,True,False
409,BosPurwa,2025-05-09T11:15:21.000Z,Soalnya menteri kesehatan disana jebolan aktivis anti vaksin :),https://x.com/BosPurwa/status/1920799747041857952,2,43,120,4957,,0.06780028,,True,True,True,False
410,NayDonuts,2025-05-09T10:14:24.000Z,"Vaksin BCG bisa cegah TBC sejak bayi, tapi gara2 hoaks anti-vaksin, cakupannya menurun drastis. Bukannya bersyukur George Foundation mau bantu pembiayaan vaksin TBC, ini malah diplintir seolah2 rakyat mau dijadikan kelinci percobaan. GBLK!",https://x.com/NayDonuts/status/1920784411496153242,1,2,3,231,,0.06482497,,True,False,False,False
411,negativisme,2025-05-09T09:34:36.000Z,"Itu yg anti vaksin pikirannya gimana dah? Vaksin hasil uji ilmiah gak percaya, kencing unta percaya",https://x.com/negativisme/status/1920774395536060801,6,5,22,1,,-0.02708757,,True,True,True,False
412,RezaUnscripted,2025-05-09T09:09:50.000Z,"Kampanye anti-vaksin justru menurunkan cakupan pelaksanaan vaksin BCG pada bayi. Lalu saat dewasa, menjadi rentan. Masalahnya saat dewasa mrk selain  rentan juga bisa menjadi carrier - pembawa. Bakteri Mycobacterium tuberculosis. belum lagi dengan kebiasaan merokok. Makin rentan",https://x.com/RezaUnscripted/status/1920768160749199843,0,3,4,326,,0.1639893,,True,False,False,True
413,RezaUnscripted,2025-05-09T09:07:27.000Z,"TBC sebenarnya bisa dicegah dengan Vaksin BCG pada bayi. Maksimal sebelum berumur 1 bulan tapi karena ada kaum anti-vaksin. Banyak bayi ga dapat Vaksin BCG. Shg saat dewasa rentan terkena TBC. Masalahnya, belum ada Vaksin TBC utk dewasa",https://x.com/RezaUnscripted/status/1920767562339484155,1,5,6,654,,0.1564489,,True,False,False,True
414,RezaUnscripted,2025-05-09T09:05:07.000Z,"Di Indonesia ada lebih dari 1 juta penderita baru setiap tahun. Setiap 4 menit, ada 1 orang meninggal.  1 juta kasus TBC dgn  125.000 kematian /tahun. Saat ini, Indonesia menempati peringkat 2 kasus TBC terbanyak di dunia.  Akibat kampanye Anti-Vaksin, shg bayi ga divaksin BCG",https://x.com/RezaUnscripted/status/1920766975187243464,1,18,16,5363,,0.25314918,,True,False,False,True
415,Azis_abuHamzah,2025-05-09T01:44:33.000Z,Bukan anti vaksin ... Boleh jadi pasar vaksin TB ...  Tp janganlah kita serendah itu hingga mau jadi tikus percobaan vaksin ...  Nangis Pak Karno kalau hidup lagi dan melihat bangsa nya begitu direndahkan seperti ini ...,https://x.com/Azis_abuHamzah/status/1920656103362236846,4,0,4,966,,0.09240189,,True,True,True,False
416,RAKemal,2025-05-08T17:57:48.000Z,"Mau ngurus visa Inggris, cek tuberkulosis aktif.  Udah sampai di Inggris, dapat panggilan untuk cek tuberkulosis laten.  Sentimen negatif ke uji klinis vaksin TB karena anti-vaksin/anti-sains atau ga percaya pemerintah? Arah diskusinya beda.",https://x.com/RAKemal/status/1920538642549792899,15,164,858,33400,,0.08814934,,True,True,True,False
417,BrdKelima,2025-05-08T15:46:41.000Z,Anti vaksin yang sedang menyebar hoax. Coba cari tau pendapat IDI soal vaksin TBC ini. Penderita TBC di Indonesia  saat ini no 2 terbanyak di dunia. Selama bertahun2 selalu ada di tiga besar terbanyak penderitanya di dunia. Target global eliminasi TBC tahun 2030 termasuk RI,https://x.com/BrdKelima/status/1920505645494583754,0,0,2,100,,0.18949565,,True,True,True,False
418,DakotaGeorgy,2025-05-08T11:39:34.000Z,"Walau tagarnya udah reda  yg masih niat #kaburajadulu dan anggap Indonesia gelaps saran: bersihkan medsosmu dari postingan aktifis aktifisan  anti vaksin dll. pahami, dimanapun kalian berada pasti ADA yg gag kalian sukai. Jangan bawa Kebiasaan hujat gov. As an imigran ya",https://x.com/DakotaGeorgy/status/1920443454733099273,1,3,5,495,,0.076033086,,True,True,True,False
419,RAKemal,2025-05-07T12:18:27.000Z,"Komentarin berita ini harus dibagi antara populasi anti-vaksin atau pro-vaksin.  Kalau anti-vaksin mah ada aja alasannya nolak.  Utk yg pro-vaksin, perlu kita ingat bahwa uji klinis harus memenuhi kaidah etik internasional. Jadi ga perlu terlalu paranoid. Tapi … -cont https://x.com/jackjackparrr//jackjackparrr/status/1919993405335093558…",https://x.com/RAKemal/status/1920090851058884756,1,4,13,977,,0.048879534,,True,True,True,False
420,anakpelikan,2025-05-07T05:06:31.000Z,"Aku abis lahiran sigap memasang KB IUD 8th, itu aja masih takut kalo tbtb IUD geser, nanti kebobolan. Tapi gapapa sih anti kb selama dia mampu mah nder. Kalo anti vaksin aneh, kasian anaknya",https://x.com/anakpelikan/status/1919982151740576197,0,0,6,1044,,0.15496373,,True,True,True,False
421,dalbichu,2025-05-06T07:35:13.000Z,"Wkwkwk anti kimia padahal di tubuh mereka dari lahir juga ada kimia  jangan lupa selain anti dokter, anti kimia, pasti anti sains dan anti vaksin juga",https://x.com/dalbichu/status/1919657185157775795,0,0,8,213,,0.0265387,,True,True,True,False
422,valiisaa,2025-05-06T00:40:36.000Z,"Perkembangan Terkini: Gardasil 9 dan Tantangan  Di 2014, Merck ngeluarin Gardasil 9, versi upgrade yang nargetin 9 tipe HPV (6, 11, 16, 18, 31, 33, 45, 52, 58). Ini ngecover 90% penyebab kanker serviks dan 85% kutil kelamin. Formulasi dan adjuvannya mirip Gardasil, tapi dosis",https://x.com/valiisaa/status/1919552843452973498,2,7,32,20300,,-0.08022791,,True,False,False,False
423,valiisaa,2025-05-06T00:40:31.000Z,"Uji Klinis: Bukti di Lapangan  Setelah VLP berhasil dibikin, masuk tahap uji klinis di akhir 1990-an sampe awal 2000-an. Ini fase yang bikin deg-degan, soalnya harus buktiin vaksin aman dan efektif. Merck dan GSK ngadain uji klinis gede-gedean  - Gardasil Uji klinis FUTURE I dan",https://x.com/valiisaa/status/1919552822548562312,2,9,40,16300,,-0.08498198,,True,True,False,True
424,bangherwin,2025-05-10T06:35:51.000Z,"Uji klinis tahap 3 = manusia dijadikan subjek untuk melihat efektivitas & efek samping vaksin.   Indonesia = salah satu lokasi uji itu, sejak akhir 2024.  Jadi secara fakta medis, ya: Indonesia memang ikut jadi tempat uji coba. Mau dibungkus narasi apapun, itu realitanya.",https://x.com/bangherwin/status/1921091798287454298,0,0,3,42,,0.0030270517,,True,True,True,False
